year,name,fips,type,Data_Value_Type,Census population,Number of PWS adjusting fluoride,Number of PWS consecutive to systems with optimal fluoride levels,Number of PWS providing fluoridated water,Number of PWS with fluoride below the recommended level,Number of PWS with naturally occurring fluoride at or above optimal levels,PWS population,PWS population receiving fluoridated water from PWS adjusting fluoride,PWS population receiving fluoridated water from PWS consecutive to systems with optimal fluoride levels,PWS population receiving fluoridated water from PWS with natural fluoride at or above the recommended level,PWS population receiving water from PWS with fluoride below the recommended level,Percentage of PWS population receiving fluoridated water,Percentage of PWS population receiving fluoridated water from PWS adjusting fluoride,Percentage of PWS population receiving fluoridated water from PWS consecutive to systems with optimal fluoride levels,Percentage of PWS population receiving fluoridated water from PWS with natural fluoride at or above the recommended level,Percentage of PWS population receiving water from PWS with less than the recommended level,Population on fluoridated drinking water systems,Total number of PWS
2020,Abbeville County,45001,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Abbeville County,45001,Total,Number of PWS,,,,,,,,,,,,,,,,,,6
2020,Abbeville County,45001,Non-Fluoridated,Population,,,,,,,,,,,7800,,,,,,,
2020,Abbeville County,45001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,61.2,,
2020,Abbeville County,45001,Non-Fluoridated,Number of PWS,,,,,5,,,,,,,,,,,,,
2020,Abbeville County,45001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Abbeville County,45001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Abbeville County,45001,Total,Population,,,,,,,12752,,,,,,,,,,,
2020,Abbeville County,45001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Abbeville County,45001,Fluoridated,Percent,,,,,,,,,,,,38.8,,,,,,
2020,Abbeville County,45001,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Abbeville County,45001,Consecutive,Population,,,,,,,,,4953,,,,,,,,,
2020,Abbeville County,45001,Consecutive,Percent,,,,,,,,,,,,,,38.8,,,,
2020,Abbeville County,45001,Consecutive,Number of PWS,,,1,,,,,,,,,,,,,,,
2020,Abbeville County,45001,Census,Population,24212,,,,,,,,,,,,,,,,,
2020,Abbeville County,45001,Fluoridated,Population,,,,,,,,,,,,,,,,,4953,
2020,Abbeville County,45001,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Abbeville County,45001,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Acadia County,22001,Adjusted,Population,,,,,,,,15880,,,,,,,,,,
2020,Acadia County,22001,Total,Population,,,,,,,50201,,,,,,,,,,,
2020,Acadia County,22001,Total,Number of PWS,,,,,,,,,,,,,,,,,,13
2020,Acadia County,22001,Non-Fluoridated,Population,,,,,,,,,,,34321,,,,,,,
2020,Acadia County,22001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,68.4,,
2020,Acadia County,22001,Non-Fluoridated,Number of PWS,,,,,12,,,,,,,,,,,,,
2020,Acadia County,22001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Acadia County,22001,Adjusted,Percent,,,,,,,,,,,,,31.6,,,,,
2020,Acadia County,22001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Acadia County,22001,Fluoridated,Percent,,,,,,,,,,,,31.6,,,,,,
2020,Acadia County,22001,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Acadia County,22001,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Acadia County,22001,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Acadia County,22001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Acadia County,22001,Census,Population,57455,,,,,,,,,,,,,,,,,
2020,Acadia County,22001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Acadia County,22001,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Acadia County,22001,Fluoridated,Population,,,,,,,,,,,,,,,,,15880,
2020,Accomack County,51001,Fluoridated,Population,,,,,,,,,,,,,,,,,2076,
2020,Accomack County,51001,Adjusted,Percent,,,,,,,,,,,,,11.3,,,,,
2020,Accomack County,51001,Adjusted,Population,,,,,,,,1455,,,,,,,,,,
2020,Accomack County,51001,Census,Population,33348,,,,,,,,,,,,,,,,,
2020,Accomack County,51001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Accomack County,51001,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Accomack County,51001,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Accomack County,51001,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Accomack County,51001,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Accomack County,51001,Total,Population,,,,,,,12925,,,,,,,,,,,
2020,Accomack County,51001,Natural,Number of PWS,,,,,,1,,,,,,,,,,,,
2020,Accomack County,51001,Natural,Percent,,,,,,,,,,,,,,,4.8,,,
2020,Accomack County,51001,Natural,Population,,,,,,,,,,620,,,,,,,,
2020,Accomack County,51001,Non-Fluoridated,Number of PWS,,,,,11,,,,,,,,,,,,,
2020,Accomack County,51001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,83.9,,
2020,Accomack County,51001,Fluoridated,Percent,,,,,,,,,,,,16.1,,,,,,
2020,Accomack County,51001,Non-Fluoridated,Population,,,,,,,,,,,10849,,,,,,,
2020,Accomack County,51001,Total,Number of PWS,,,,,,,,,,,,,,,,,,13
2020,Ada County,16001,Total,Number of PWS,,,,,,,,,,,,,,,,,,54
2020,Ada County,16001,Total,Population,,,,,,,450984,,,,,,,,,,,
2020,Ada County,16001,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Ada County,16001,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Ada County,16001,Census,Population,497984,,,,,,,,,,,,,,,,,
2020,Ada County,16001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Ada County,16001,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Ada County,16001,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Ada County,16001,Fluoridated,Number of PWS,,,,5,,,,,,,,,,,,,,
2020,Ada County,16001,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Ada County,16001,Fluoridated,Population,,,,,,,,,,,,,,,,,265982,
2020,Ada County,16001,Natural,Number of PWS,,,,,,5,,,,,,,,,,,,
2020,Ada County,16001,Natural,Percent,,,,,,,,,,,,,,,59,,,
2020,Ada County,16001,Natural,Population,,,,,,,,,,265982,,,,,,,,
2020,Ada County,16001,Non-Fluoridated,Number of PWS,,,,,49,,,,,,,,,,,,,
2020,Ada County,16001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,41,,
2020,Ada County,16001,Non-Fluoridated,Population,,,,,,,,,,,185002,,,,,,,
2020,Ada County,16001,Fluoridated,Percent,,,,,,,,,,,,59,,,,,,
2020,Adair County,21001,Census,Population,18870,,,,,,,,,,,,,,,,,
2020,Adair County,21001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Adair County,21001,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Adair County,21001,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Adair County,21001,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Adair County,21001,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Adair County,21001,Fluoridated,Population,,,,,,,,,,,,,,,,,19986,
2020,Adair County,29001,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Adair County,21001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Adair County,21001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Adair County,21001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Adair County,21001,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Adair County,21001,Total,Number of PWS,,,,,,,,,,,,,,,,,,1
2020,Adair County,21001,Total,Population,,,,,,,19986,,,,,,,,,,,
2020,Adair County,21001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Adair County,21001,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Adair County,29001,Adjusted,Population,,,,,,,,17081,,,,,,,,,,
2020,Adair County,40001,Total,Population,,,,,,,12876,,,,,,,,,,,
2020,Adair County,29001,Total,Number of PWS,,,,,,,,,,,,,,,,,,4
2020,Adair County,29001,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Adair County,29001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Adair County,29001,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Adair County,29001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Adair County,29001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Adair County,29001,Total,Population,,,,,,,25311,,,,,,,,,,,
2020,Adair County,29001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Adair County,29001,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Adair County,29001,Fluoridated,Number of PWS,,,,4,,,,,,,,,,,,,,
2020,Adair County,29001,Consecutive,Population,,,,,,,,,8230,,,,,,,,,
2020,Adair County,29001,Consecutive,Percent,,,,,,,,,,,,,,32.5,,,,
2020,Adair County,29001,Consecutive,Number of PWS,,,3,,,,,,,,,,,,,,,
2020,Adair County,29001,Census,Population,25246,,,,,,,,,,,,,,,,,
2020,Adair County,29001,Fluoridated,Population,,,,,,,,,,,,,,,,,25311,
2020,Adair County,40001,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Adair County,40001,Adjusted,Percent,,,,,,,,,,,,,24.8,,,,,
2020,Adair County,40001,Adjusted,Population,,,,,,,,3199,,,,,,,,,,
2020,Adair County,40001,Total,Number of PWS,,,,,,,,,,,,,,,,,,9
2020,Adair County,40001,Non-Fluoridated,Population,,,,,,,,,,,685,,,,,,,
2020,Adair County,40001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,5.3,,
2020,Adair County,40001,Non-Fluoridated,Number of PWS,,,,,2,,,,,,,,,,,,,
2020,Adair County,40001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Adair County,40001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Adair County,40001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Adair County,21001,Adjusted,Population,,,,,,,,19986,,,,,,,,,,
2020,Adair County,40001,Fluoridated,Population,,,,,,,,,,,,,,,,,12191,
2020,Adair County,40001,Fluoridated,Percent,,,,,,,,,,,,94.7,,,,,,
2020,Adair County,40001,Fluoridated,Number of PWS,,,,7,,,,,,,,,,,,,,
2020,Adair County,40001,Consecutive,Population,,,,,,,,,8992,,,,,,,,,
2020,Adair County,40001,Consecutive,Percent,,,,,,,,,,,,,,69.8,,,,
2020,Adair County,40001,Consecutive,Number of PWS,,,6,,,,,,,,,,,,,,,
2020,Adair County,40001,Census,Population,19415,,,,,,,,,,,,,,,,,
2020,Adair County,29001,Adjusted,Percent,,,,,,,,,,,,,67.5,,,,,
2020,Adair County,21001,Adjusted,Percent,,,,,,,,,,,,,100,,,,,
2020,Adair County,19001,Non-Fluoridated,Number of PWS,,,,,1,,,,,,,,,,,,,
2020,Adair County,19001,Total,Population,,,,,,,6914,,,,,,,,,,,
2020,Adair County,21001,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Adair County,19001,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Adair County,19001,Adjusted,Percent,,,,,,,,,,,,,26.8,,,,,
2020,Adair County,19001,Adjusted,Population,,,,,,,,1853,,,,,,,,,,
2020,Adair County,19001,Census,Population,7477,,,,,,,,,,,,,,,,,
2020,Adair County,19001,Consecutive,Percent,,,,,,,,,,,,,,62.5,,,,
2020,Adair County,19001,Consecutive,Population,,,,,,,,,4323,,,,,,,,,
2020,Adair County,19001,Fluoridated,Number of PWS,,,,5,,,,,,,,,,,,,,
2020,Adair County,19001,Consecutive,Number of PWS,,,4,,,,,,,,,,,,,,,
2020,Adair County,19001,Fluoridated,Population,,,,,,,,,,,,,,,,,6176,
2020,Adair County,19001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Adair County,19001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Adair County,19001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Adair County,19001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,10.7,,
2020,Adair County,19001,Non-Fluoridated,Population,,,,,,,,,,,738,,,,,,,
2020,Adair County,19001,Fluoridated,Percent,,,,,,,,,,,,89.3,,,,,,
2020,Adair County,19001,Total,Number of PWS,,,,,,,,,,,,,,,,,,6
2020,Adams County,28001,Fluoridated,Population,,,,,,,,,,,,,,,,,13074,
2020,Adams County,28001,Fluoridated,Percent,,,,,,,,,,,,47,,,,,,
2020,Adams County,28001,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Adams County,28001,Census,Population,29405,,,,,,,,,,,,,,,,,
2020,Adams County,28001,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Adams County,28001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Adams County,28001,Adjusted,Population,,,,,,,,12834,,,,,,,,,,
2020,Adams County,28001,Natural,Number of PWS,,,,,,1,,,,,,,,,,,,
2020,Adams County,28001,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Adams County,28001,Natural,Percent,,,,,,,,,,,,,,,0.9,,,
2020,Adams County,31001,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Adams County,28001,Non-Fluoridated,Number of PWS,,,,,4,,,,,,,,,,,,,
2020,Adams County,28001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,53,,
2020,Adams County,28001,Non-Fluoridated,Population,,,,,,,,,,,14744,,,,,,,
2020,Adams County,28001,Total,Number of PWS,,,,,,,,,,,,,,,,,,6
2020,Adams County,28001,Total,Population,,,,,,,27818,,,,,,,,,,,
2020,Adams County,31001,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Adams County,28001,Adjusted,Percent,,,,,,,,,,,,,46.1,,,,,
2020,Adams County,31001,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Adams County,31001,Census,Population,31147,,,,,,,,,,,,,,,,,
2020,Adams County,28001,Natural,Population,,,,,,,,,,240,,,,,,,,
2020,Adams County,28001,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Adams County,19003,Fluoridated,Population,,,,,,,,,,,,,,,,,3619,
2020,Adams County,19003,Total,Number of PWS,,,,,,,,,,,,,,,,,,2
2020,Adams County,18001,Natural,Population,,,,,,,,,,15064,,,,,,,,
2020,Adams County,18001,Non-Fluoridated,Number of PWS,,,,,4,,,,,,,,,,,,,
2020,Adams County,18001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,2,,
2020,Adams County,18001,Non-Fluoridated,Population,,,,,,,,,,,320,,,,,,,
2020,Adams County,18001,Total,Number of PWS,,,,,,,,,,,,,,,,,,8
2020,Adams County,18001,Total,Population,,,,,,,16255,,,,,,,,,,,
2020,Adams County,19003,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Adams County,19003,Adjusted,Percent,,,,,,,,,,,,,48.7,,,,,
2020,Adams County,19003,Adjusted,Population,,,,,,,,1763,,,,,,,,,,
2020,Adams County,19003,Census,Population,3697,,,,,,,,,,,,,,,,,
2020,Adams County,19003,Total,Population,,,,,,,3619,,,,,,,,,,,
2020,Adams County,19003,Consecutive,Number of PWS,,,1,,,,,,,,,,,,,,,
2020,Adams County,19003,Consecutive,Population,,,,,,,,,1856,,,,,,,,,
2020,Adams County,19003,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Adams County,19003,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Adams County,31001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Adams County,19003,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Adams County,19003,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Adams County,19003,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Adams County,19003,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Adams County,19003,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Adams County,19003,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Adams County,19003,Consecutive,Percent,,,,,,,,,,,,,,51.3,,,,
2020,Adams County,31001,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Adams County,31001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,100,,
2020,Adams County,31001,Fluoridated,Number of PWS,,,,0,,,,,,,,,,,,,,
2020,Adams County,55001,Adjusted,Population,,,,,,,,4836,,,,,,,,,,
2020,Adams County,55001,Adjusted,Percent,,,,,,,,,,,,,63.1,,,,,
2020,Adams County,55001,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Adams County,38001,Total,Population,,,,,,,2066,,,,,,,,,,,
2020,Adams County,38001,Total,Number of PWS,,,,,,,,,,,,,,,,,,3
2020,Adams County,38001,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Adams County,38001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Adams County,38001,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Adams County,38001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Adams County,38001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Adams County,38001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Adams County,38001,Fluoridated,Population,,,,,,,,,,,,,,,,,2066,
2020,Adams County,38001,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Adams County,38001,Fluoridated,Number of PWS,,,,3,,,,,,,,,,,,,,
2020,Adams County,38001,Consecutive,Population,,,,,,,,,1411,,,,,,,,,
2020,Adams County,38001,Consecutive,Percent,,,,,,,,,,,,,,68.3,,,,
2020,Adams County,38001,Consecutive,Number of PWS,,,2,,,,,,,,,,,,,,,
2020,Adams County,38001,Census,Population,2188,,,,,,,,,,,,,,,,,
2020,Adams County,38001,Adjusted,Population,,,,,,,,656,,,,,,,,,,
2020,Adams County,38001,Adjusted,Percent,,,,,,,,,,,,,31.7,,,,,
2020,Adams County,18001,Natural,Percent,,,,,,,,,,,,,,,92.7,,,
2020,Adams County,55001,Census,Population,20673,,,,,,,,,,,,,,,,,
2020,Adams County,31001,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Adams County,55001,Consecutive,Number of PWS,,,1,,,,,,,,,,,,,,,
2020,Adams County,55001,Consecutive,Population,,,,,,,,,817,,,,,,,,,
2020,Adams County,31001,Fluoridated,Percent,,,,,,,,,,,,0,,,,,,
2020,Adams County,31001,Fluoridated,Population,,,,,,,,,,,,,,,,,0,
2020,Adams County,31001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Adams County,31001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Adams County,31001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Adams County,31001,Non-Fluoridated,Number of PWS,,,,,7,,,,,,,,,,,,,
2020,Adams County,31001,Non-Fluoridated,Population,,,,,,,,,,,31106,,,,,,,
2020,Adams County,31001,Total,Number of PWS,,,,,,,,,,,,,,,,,,7
2020,Adams County,31001,Total,Population,,,,,,,31106,,,,,,,,,,,
2020,Adams County,38001,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Adams County,55001,Total,Population,,,,,,,7666,,,,,,,,,,,
2020,Adams County,55001,Total,Number of PWS,,,,,,,,,,,,,,,,,,9
2020,Adams County,55001,Non-Fluoridated,Population,,,,,,,,,,,2012,,,,,,,
2020,Adams County,55001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,26.2,,
2020,Adams County,55001,Non-Fluoridated,Number of PWS,,,,,6,,,,,,,,,,,,,
2020,Adams County,55001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Adams County,55001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Adams County,55001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Adams County,55001,Fluoridated,Population,,,,,,,,,,,,,,,,,5653,
2020,Adams County,55001,Fluoridated,Percent,,,,,,,,,,,,73.8,,,,,,
2020,Adams County,55001,Fluoridated,Number of PWS,,,,3,,,,,,,,,,,,,,
2020,Adams County,55001,Consecutive,Percent,,,,,,,,,,,,,,10.7,,,,
2020,Adams County,18001,Natural,Number of PWS,,,,,,3,,,,,,,,,,,,
2020,Adams County,16003,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Adams County,18001,Fluoridated,Percent,,,,,,,,,,,,98,,,,,,
2020,Adams County,16003,Natural,Number of PWS,,,,,,1,,,,,,,,,,,,
2020,Adams County,16003,Fluoridated,Population,,,,,,,,,,,,,,,,,567,
2020,Adams County,16003,Fluoridated,Percent,,,,,,,,,,,,24.8,,,,,,
2020,Adams County,16003,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Adams County,16003,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Adams County,16003,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Adams County,16003,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Adams County,16003,Census,Population,4424,,,,,,,,,,,,,,,,,
2020,Adams County,16003,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Adams County,16003,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Adams County,8001,Total,Population,,,,,,,569392,,,,,,,,,,,
2020,Adams County,8001,Total,Number of PWS,,,,,,,,,,,,,,,,,,44
2020,Adams County,8001,Non-Fluoridated,Population,,,,,,,,,,,218187,,,,,,,
2020,Adams County,16003,Natural,Percent,,,,,,,,,,,,,,,24.8,,,
2020,Adams County,8001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,38.3,,
2020,Adams County,8001,Natural,Population,,,,,,,,,,53575,,,,,,,,
2020,Adams County,8001,Natural,Percent,,,,,,,,,,,,,,,9.4,,,
2020,Adams County,8001,Natural,Number of PWS,,,,,,23,,,,,,,,,,,,
2020,Adams County,8001,Fluoridated,Population,,,,,,,,,,,,,,,,,351205,
2020,Adams County,8001,Fluoridated,Percent,,,,,,,,,,,,61.7,,,,,,
2020,Adams County,8001,Fluoridated,Number of PWS,,,,35,,,,,,,,,,,,,,
2020,Adams County,8001,Consecutive,Population,,,,,,,,,100695,,,,,,,,,
2020,Adams County,8001,Consecutive,Number of PWS,,,8,,,,,,,,,,,,,,,
2020,Adams County,8001,Census,Population,520163,,,,,,,,,,,,,,,,,
2020,Adams County,8001,Adjusted,Population,,,,,,,,65735,,,,,,,,,,
2020,Adams County,8001,Adjusted,Percent,,,,,,,,,,,,,11.5,,,,,
2020,Adams County,8001,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Adams County,18001,Fluoridated,Population,,,,,,,,,,,,,,,,,15936,
2020,Adams County,8001,Non-Fluoridated,Number of PWS,,,,,9,,,,,,,,,,,,,
2020,Adams County,16003,Natural,Population,,,,,,,,,,567,,,,,,,,
2020,Adams County,8001,Consecutive,Percent,,,,,,,,,,,,,,17.7,,,,
2020,Adams County,16003,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,75.2,,
2020,Adams County,18001,Fluoridated,Number of PWS,,,,4,,,,,,,,,,,,,,
2020,Adams County,16003,Non-Fluoridated,Number of PWS,,,,,3,,,,,,,,,,,,,
2020,Adams County,18001,Consecutive,Population,,,,,,,,,871,,,,,,,,,
2020,Adams County,18001,Consecutive,Percent,,,,,,,,,,,,,,5.4,,,,
2020,Adams County,18001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Adams County,18001,Census,Population,35826,,,,,,,,,,,,,,,,,
2020,Adams County,18001,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Adams County,18001,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Adams County,17001,Total,Population,,,,,,,52659,,,,,,,,,,,
2020,Adams County,17001,Total,Number of PWS,,,,,,,,,,,,,,,,,,18
2020,Adams County,17001,Non-Fluoridated,Population,,,,,,,,,,,82,,,,,,,
2020,Adams County,17001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0.2,,
2020,Adams County,17001,Non-Fluoridated,Number of PWS,,,,,1,,,,,,,,,,,,,
2020,Adams County,17001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Adams County,17001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Adams County,18001,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Adams County,17001,Fluoridated,Population,,,,,,,,,,,,,,,,,52577,
2020,Adams County,16003,Total,Number of PWS,,,,,,,,,,,,,,,,,,4
2020,Adams County,17001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Adams County,16003,Total,Population,,,,,,,2283,,,,,,,,,,,
2020,Adams County,17001,Adjusted,Number of PWS,,8,,,,,,,,,,,,,,,,
2020,Adams County,17001,Adjusted,Percent,,,,,,,,,,,,,81.9,,,,,
2020,Adams County,17001,Adjusted,Population,,,,,,,,43112,,,,,,,,,,
2020,Adams County,17001,Census,Population,65530,,,,,,,,,,,,,,,,,
2020,Adams County,16003,Non-Fluoridated,Population,,,,,,,,,,,1716,,,,,,,
2020,Adams County,17001,Consecutive,Percent,,,,,,,,,,,,,,18,,,,
2020,Adams County,17001,Consecutive,Population,,,,,,,,,9465,,,,,,,,,
2020,Adams County,17001,Fluoridated,Number of PWS,,,,17,,,,,,,,,,,,,,
2020,Adams County,17001,Fluoridated,Percent,,,,,,,,,,,,99.8,,,,,,
2020,Adams County,17001,Consecutive,Number of PWS,,,9,,,,,,,,,,,,,,,
2020,Addison County,50001,Adjusted,Population,,,,,,,,11184,,,,,,,,,,
2020,Addison County,50001,Consecutive,Percent,,,,,,,,,,,,,,1.7,,,,
2020,Addison County,50001,Adjusted,Percent,,,,,,,,,,,,,62.9,,,,,
2020,Addison County,50001,Census,Population,37292,,,,,,,,,,,,,,,,,
2020,Addison County,50001,Consecutive,Number of PWS,,,2,,,,,,,,,,,,,,,
2020,Addison County,50001,Consecutive,Population,,,,,,,,,306,,,,,,,,,
2020,Addison County,50001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Addison County,50001,Fluoridated,Percent,,,,,,,,,,,,64.6,,,,,,
2020,Addison County,50001,Fluoridated,Population,,,,,,,,,,,,,,,,,11490,
2020,Addison County,50001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Addison County,50001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Addison County,50001,Non-Fluoridated,Number of PWS,,,,,9,,,,,,,,,,,,,
2020,Addison County,50001,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Addison County,50001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,35.4,,
2020,Addison County,50001,Fluoridated,Number of PWS,,,,4,,,,,,,,,,,,,,
2020,Addison County,50001,Total,Population,,,,,,,17791,,,,,,,,,,,
2020,Addison County,50001,Total,Number of PWS,,,,,,,,,,,,,,,,,,13
2020,Addison County,50001,Non-Fluoridated,Population,,,,,,,,,,,6301,,,,,,,
2020,Aiken County,45003,Total,Number of PWS,,,,,,,,,,,,,,,,,,27
2020,Aiken County,45003,Total,Population,,,,,,,120951,,,,,,,,,,,
2020,Aiken County,45003,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Aiken County,45003,Adjusted,Percent,,,,,,,,,,,,,55,,,,,
