year,name,fips,type,Data_Value_Type,Census population,Number of PWS adjusting fluoride,Number of PWS consecutive to systems with optimal fluoride levels,Number of PWS providing fluoridated water,Number of PWS with fluoride below the recommended level,Number of PWS with naturally occurring fluoride at or above optimal levels,PWS population,PWS population receiving fluoridated water from PWS adjusting fluoride,PWS population receiving fluoridated water from PWS consecutive to systems with optimal fluoride levels,PWS population receiving fluoridated water from PWS with natural fluoride at or above the recommended level,PWS population receiving water from PWS with fluoride below the recommended level,Percentage of PWS population receiving fluoridated water,Percentage of PWS population receiving fluoridated water from PWS adjusting fluoride,Percentage of PWS population receiving fluoridated water from PWS consecutive to systems with optimal fluoride levels,Percentage of PWS population receiving fluoridated water from PWS with natural fluoride at or above the recommended level,Percentage of PWS population receiving water from PWS with less than the recommended level,Population on fluoridated drinking water systems,Total number of PWS
2020,Hoke County,37093,Total,Number of PWS,,,,,,,,,,,,,,,,,,8
2020,Hoke County,37093,Consecutive,Percent,,,,,,,,,,,,,,77.8,,,,
2020,Hoke County,37093,Consecutive,Population,,,,,,,,,24503,,,,,,,,,
2020,Hoke County,37093,Fluoridated,Number of PWS,,,,4,,,,,,,,,,,,,,
2020,Hoke County,37093,Consecutive,Number of PWS,,,3,,,,,,,,,,,,,,,
2020,Hoke County,37093,Fluoridated,Population,,,,,,,,,,,,,,,,,30876,
2020,Hoke County,37093,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Hoke County,37093,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,1.9,,
2020,Hoke County,37093,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Hoke County,37093,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Hoke County,37093,Non-Fluoridated,Number of PWS,,,,,4,,,,,,,,,,,,,
2020,Hoke County,37093,Fluoridated,Percent,,,,,,,,,,,,98.1,,,,,,
2020,Holmes County,28051,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Holmes County,28051,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Holmes County,28051,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Holmes County,28051,Non-Fluoridated,Population,,,,,,,,,,,9243,,,,,,,
2020,Holmes County,28051,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,54.7,,
2020,Holmes County,28051,Total,Number of PWS,,,,,,,,,,,,,,,,,,20
2020,Holmes County,28051,Total,Population,,,,,,,16900,,,,,,,,,,,
2020,Holmes County,28051,Fluoridated,Population,,,,,,,,,,,,,,,,,7657,
2020,Holmes County,28051,Non-Fluoridated,Number of PWS,,,,,13,,,,,,,,,,,,,
2020,Holmes County,28051,Fluoridated,Percent,,,,,,,,,,,,45.3,,,,,,
2020,Holmes County,28051,Consecutive,Percent,,,,,,,,,,,,,,2.2,,,,
2020,Holmes County,28051,Consecutive,Population,,,,,,,,,364,,,,,,,,,
2020,Holmes County,12059,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Holmes County,12059,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Holmes County,12059,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Holmes County,12059,Census,Population,19622,,,,,,,,,,,,,,,,,
2020,Holmes County,12059,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Holmes County,12059,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Holmes County,12059,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Holmes County,12059,Fluoridated,Number of PWS,,,,0,,,,,,,,,,,,,,
2020,Holmes County,12059,Fluoridated,Percent,,,,,,,,,,,,0,,,,,,
2020,Holmes County,12059,Fluoridated,Population,,,,,,,,,,,,,,,,,0,
2020,Holmes County,12059,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Holmes County,12059,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Holmes County,12059,Non-Fluoridated,Number of PWS,,,,,7,,,,,,,,,,,,,
2020,Holmes County,12059,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,100,,
2020,Holmes County,28051,Fluoridated,Number of PWS,,,,7,,,,,,,,,,,,,,
2020,Holmes County,12059,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Holmes County,12059,Non-Fluoridated,Population,,,,,,,,,,,5794,,,,,,,
2020,Holmes County,12059,Total,Number of PWS,,,,,,,,,,,,,,,,,,7
2020,Holmes County,12059,Total,Population,,,,,,,5794,,,,,,,,,,,
2020,Holmes County,28051,Adjusted,Number of PWS,,5,,,,,,,,,,,,,,,,
2020,Holmes County,28051,Adjusted,Percent,,,,,,,,,,,,,43.2,,,,,
2020,Holmes County,28051,Consecutive,Number of PWS,,,2,,,,,,,,,,,,,,,
2020,Holmes County,28051,Adjusted,Population,,,,,,,,7293,,,,,,,,,,
2020,Holmes County,28051,Census,Population,16912,,,,,,,,,,,,,,,,,
2020,Holt County,29087,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Holt County,29087,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Holt County,31089,Non-Fluoridated,Number of PWS,,,,,5,,,,,,,,,,,,,
2020,Holt County,29087,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Holt County,29087,Fluoridated,Number of PWS,,,,0,,,,,,,,,,,,,,
2020,Holt County,29087,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Holt County,29087,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Holt County,29087,Census,Population,4186,,,,,,,,,,,,,,,,,
2020,Holt County,31089,Total,Population,,,,,,,7340,,,,,,,,,,,
2020,Holt County,31089,Total,Number of PWS,,,,,,,,,,,,,,,,,,7
2020,Holt County,31089,Non-Fluoridated,Population,,,,,,,,,,,1743,,,,,,,
2020,Holt County,31089,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,23.8,,
2020,Holt County,29087,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Holt County,29087,Fluoridated,Percent,,,,,,,,,,,,0,,,,,,
2020,Holt County,31089,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Holt County,31089,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Holt County,29087,Fluoridated,Population,,,,,,,,,,,,,,,,,0,
2020,Holt County,29087,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Holt County,29087,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Holt County,29087,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Holt County,29087,Non-Fluoridated,Number of PWS,,,,,6,,,,,,,,,,,,,
2020,Holt County,29087,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,100,,
2020,Holt County,29087,Non-Fluoridated,Population,,,,,,,,,,,5344,,,,,,,
2020,Holt County,29087,Total,Number of PWS,,,,,,,,,,,,,,,,,,6
2020,Holt County,29087,Total,Population,,,,,,,5344,,,,,,,,,,,
2020,Holt County,31089,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Holt County,31089,Adjusted,Percent,,,,,,,,,,,,,76.2,,,,,
2020,Holt County,31089,Adjusted,Population,,,,,,,,5597,,,,,,,,,,
2020,Holt County,31089,Census,Population,10083,,,,,,,,,,,,,,,,,
2020,Holt County,31089,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Holt County,31089,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Holt County,31089,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Holt County,31089,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Holt County,31089,Fluoridated,Percent,,,,,,,,,,,,76.2,,,,,,
2020,Holt County,31089,Fluoridated,Population,,,,,,,,,,,,,,,,,5597,
2020,Holt County,31089,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Hood County,48221,Total,Population,,,,,,,58378,,,,,,,,,,,
2020,Hood County,48221,Natural,Population,,,,,,,,,,5514,,,,,,,,
2020,Hood County,48221,Fluoridated,Number of PWS,,,,12,,,,,,,,,,,,,,
2020,Hood County,48221,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,90.6,,
2020,Hood County,48221,Non-Fluoridated,Number of PWS,,,,,57,,,,,,,,,,,,,
2020,Hood County,48221,Natural,Percent,,,,,,,,,,,,,,,9.4,,,
2020,Hood County,48221,Natural,Number of PWS,,,,,,12,,,,,,,,,,,,
2020,Hood County,48221,Fluoridated,Population,,,,,,,,,,,,,,,,,5514,
2020,Hood County,48221,Fluoridated,Percent,,,,,,,,,,,,9.4,,,,,,
2020,Hood County,48221,Non-Fluoridated,Population,,,,,,,,,,,52864,,,,,,,
2020,Hood County,48221,Total,Number of PWS,,,,,,,,,,,,,,,,,,69
2020,Hood County,48221,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Hood County,48221,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Hood County,48221,Census,Population,61953,,,,,,,,,,,,,,,,,
2020,Hood County,48221,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Hood County,48221,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Hood County,48221,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Hood County,48221,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Hood River County,41027,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Hood River County,41027,Total,Population,,,,,,,22387,,,,,,,,,,,
2020,Hood River County,41027,Non-Fluoridated,Population,,,,,,,,,,,22387,,,,,,,
2020,Hood River County,41027,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Hood River County,41027,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Hood River County,41027,Census,Population,23943,,,,,,,,,,,,,,,,,
2020,Hood River County,41027,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Hood River County,41027,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Hood River County,41027,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Hood River County,41027,Total,Number of PWS,,,,,,,,,,,,,,,,,,7
2020,Hood River County,41027,Fluoridated,Number of PWS,,,,0,,,,,,,,,,,,,,
2020,Hood River County,41027,Fluoridated,Population,,,,,,,,,,,,,,,,,0,
2020,Hood River County,41027,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Hood River County,41027,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Hood River County,41027,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Hood River County,41027,Non-Fluoridated,Number of PWS,,,,,7,,,,,,,,,,,,,
2020,Hood River County,41027,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,100,,
2020,Hood River County,41027,Fluoridated,Percent,,,,,,,,,,,,0,,,,,,
2020,Hooker County,31091,Total,Population,,,,,,,574,,,,,,,,,,,
2020,Hooker County,31091,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Hooker County,31091,Non-Fluoridated,Population,,,,,,,,,,,574,,,,,,,
2020,Hooker County,31091,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Hooker County,31091,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Hooker County,31091,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Hooker County,31091,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Hooker County,31091,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Hooker County,31091,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Hooker County,31091,Fluoridated,Number of PWS,,,,0,,,,,,,,,,,,,,
2020,Hooker County,31091,Fluoridated,Percent,,,,,,,,,,,,0,,,,,,
2020,Hooker County,31091,Fluoridated,Population,,,,,,,,,,,,,,,,,0,
2020,Hooker County,31091,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Hooker County,31091,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Hooker County,31091,Non-Fluoridated,Number of PWS,,,,,1,,,,,,,,,,,,,
2020,Hooker County,31091,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,100,,
2020,Hooker County,31091,Total,Number of PWS,,,,,,,,,,,,,,,,,,1
2020,Hooker County,31091,Census,Population,707,,,,,,,,,,,,,,,,,
2020,Hopewell City County,51670,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Hopewell City County,51670,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Hopewell City County,51670,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Hopewell City County,51670,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Hopewell City County,51670,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Hopewell City County,51670,Fluoridated,Population,,,,,,,,,,,,,,,,,21548,
2020,Hopewell City County,51670,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Hopewell City County,51670,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Hopewell City County,51670,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Hopewell City County,51670,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Hopewell City County,51670,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Hopewell City County,51670,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Hopewell City County,51670,Total,Population,,,,,,,21548,,,,,,,,,,,
2020,Hopewell City County,51670,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Hopewell City County,51670,Total,Number of PWS,,,,,,,,,,,,,,,,,,1
2020,Hopewell City County,51670,Adjusted,Population,,,,,,,,21548,,,,,,,,,,
2020,Hopewell City County,51670,Census,Population,22967,,,,,,,,,,,,,,,,,
2020,Hopewell City County,51670,Adjusted,Percent,,,,,,,,,,,,,100,,,,,
2020,Hopkins County,48223,Total,Population,,,,,,,39078,,,,,,,,,,,
2020,Hopkins County,48223,Total,Number of PWS,,,,,,,,,,,,,,,,,,14
2020,Hopkins County,48223,Non-Fluoridated,Population,,,,,,,,,,,8863,,,,,,,
2020,Hopkins County,48223,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,22.7,,
2020,Hopkins County,48223,Non-Fluoridated,Number of PWS,,,,,5,,,,,,,,,,,,,
2020,Hopkins County,48223,Natural,Population,,,,,,,,,,2616,,,,,,,,
2020,Hopkins County,48223,Natural,Percent,,,,,,,,,,,,,,,6.7,,,
2020,Hopkins County,48223,Natural,Number of PWS,,,,,,2,,,,,,,,,,,,
2020,Hopkins County,48223,Fluoridated,Population,,,,,,,,,,,,,,,,,30215,
2020,Hopkins County,48223,Fluoridated,Percent,,,,,,,,,,,,77.3,,,,,,
2020,Hopkins County,48223,Consecutive,Percent,,,,,,,,,,,,,,29.5,,,,
2020,Hopkins County,48223,Consecutive,Population,,,,,,,,,11515,,,,,,,,,
2020,Hopkins County,21107,Adjusted,Number of PWS,,4,,,,,,,,,,,,,,,,
2020,Hopkins County,21107,Adjusted,Percent,,,,,,,,,,,,,62.7,,,,,
2020,Hopkins County,21107,Adjusted,Population,,,,,,,,32618,,,,,,,,,,
2020,Hopkins County,21107,Census,Population,45367,,,,,,,,,,,,,,,,,
2020,Hopkins County,21107,Consecutive,Number of PWS,,,6,,,,,,,,,,,,,,,
2020,Hopkins County,21107,Consecutive,Percent,,,,,,,,,,,,,,37.3,,,,
2020,Hopkins County,21107,Consecutive,Population,,,,,,,,,19408,,,,,,,,,
2020,Hopkins County,21107,Fluoridated,Number of PWS,,,,10,,,,,,,,,,,,,,
2020,Hopkins County,21107,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Hopkins County,21107,Fluoridated,Population,,,,,,,,,,,,,,,,,52026,
2020,Hopkins County,48223,Fluoridated,Number of PWS,,,,9,,,,,,,,,,,,,,
2020,Hopkins County,21107,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Hopkins County,21107,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Hopkins County,21107,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Hopkins County,21107,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Hopkins County,21107,Total,Number of PWS,,,,,,,,,,,,,,,,,,10
2020,Hopkins County,21107,Total,Population,,,,,,,52026,,,,,,,,,,,
2020,Hopkins County,48223,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Hopkins County,48223,Adjusted,Percent,,,,,,,,,,,,,37.7,,,,,
2020,Hopkins County,48223,Adjusted,Population,,,,,,,,14723,,,,,,,,,,
2020,Hopkins County,48223,Census,Population,36795,,,,,,,,,,,,,,,,,
2020,Hopkins County,48223,Consecutive,Number of PWS,,,5,,,,,,,,,,,,,,,
2020,Hopkins County,21107,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Hopkins County,21107,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Horry County,45051,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Horry County,45051,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Horry County,45051,Total,Number of PWS,,,,,,,,,,,,,,,,,,12
2020,Horry County,45051,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Horry County,45051,Total,Population,,,,,,,324993,,,,,,,,,,,
2020,Horry County,45051,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Horry County,45051,Adjusted,Population,,,,,,,,163859,,,,,,,,,,
2020,Horry County,45051,Census,Population,353498,,,,,,,,,,,,,,,,,
2020,Horry County,45051,Consecutive,Number of PWS,,,9,,,,,,,,,,,,,,,
2020,Horry County,45051,Adjusted,Percent,,,,,,,,,,,,,50.4,,,,,
2020,Horry County,45051,Consecutive,Population,,,,,,,,,161094,,,,,,,,,
2020,Horry County,45051,Fluoridated,Number of PWS,,,,12,,,,,,,,,,,,,,
2020,Horry County,45051,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Horry County,45051,Fluoridated,Population,,,,,,,,,,,,,,,,,324993,
2020,Horry County,45051,Natural,Number of PWS,,,,,,1,,,,,,,,,,,,
2020,Horry County,45051,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Horry County,45051,Natural,Population,,,,,,,,,,40,,,,,,,,
2020,Horry County,45051,Consecutive,Percent,,,,,,,,,,,,,,49.6,,,,
2020,Hot Spring County,5059,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Hot Spring County,5059,Total,Population,,,,,,,30393,,,,,,,,,,,
2020,Hot Spring County,5059,Total,Number of PWS,,,,,,,,,,,,,,,,,,6
2020,Hot Spring County,5059,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Hot Spring County,5059,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Hot Spring County,5059,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Hot Spring County,5059,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Hot Spring County,5059,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Hot Spring County,5059,Consecutive,Number of PWS,,,4,,,,,,,,,,,,,,,
2020,Hot Spring County,5059,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Hot Spring County,5059,Fluoridated,Number of PWS,,,,6,,,,,,,,,,,,,,
2020,Hot Spring County,5059,Consecutive,Population,,,,,,,,,8536,,,,,,,,,
2020,Hot Spring County,5059,Consecutive,Percent,,,,,,,,,,,,,,28.1,,,,
2020,Hot Spring County,5059,Census,Population,33034,,,,,,,,,,,,,,,,,
2020,Hot Spring County,5059,Adjusted,Population,,,,,,,,21857,,,,,,,,,,
2020,Hot Spring County,5059,Adjusted,Percent,,,,,,,,,,,,,71.9,,,,,
2020,Hot Spring County,5059,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Hot Spring County,5059,Fluoridated,Population,,,,,,,,,,,,,,,,,30393,
2020,Houghton County,26061,Census,Population,37160,,,,,,,,,,,,,,,,,
2020,Houghton County,26061,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Houghton County,26061,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Houghton County,26061,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Houghton County,26061,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Houghton County,26061,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Houghton County,26061,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Houghton County,26061,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Houghton County,26061,Total,Population,,,,,,,29664,,,,,,,,,,,
2020,Houghton County,26061,Total,Number of PWS,,,,,,,,,,,,,,,,,,18
2020,Houghton County,26061,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,100,,
2020,Houghton County,26061,Non-Fluoridated,Number of PWS,,,,,18,,,,,,,,,,,,,
2020,Houghton County,26061,Non-Fluoridated,Population,,,,,,,,,,,29664,,,,,,,
2020,Houghton County,26061,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Houghton County,26061,Fluoridated,Population,,,,,,,,,,,,,,,,,0,
2020,Houghton County,26061,Fluoridated,Percent,,,,,,,,,,,,0,,,,,,
2020,Houghton County,26061,Fluoridated,Number of PWS,,,,0,,,,,,,,,,,,,,
2020,Houghton County,26061,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Houston County,13153,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Houston County,13153,Adjusted,Number of PWS,,7,,,,,,,,,,,,,,,,
2020,Houston County,13153,Adjusted,Percent,,,,,,,,,,,,,100,,,,,
2020,Houston County,13153,Adjusted,Population,,,,,,,,196954,,,,,,,,,,
2020,Houston County,13153,Census,Population,164242,,,,,,,,,,,,,,,,,
2020,Houston County,13153,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Houston County,13153,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Houston County,13153,Fluoridated,Number of PWS,,,,7,,,,,,,,,,,,,,
2020,Houston County,13153,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Houston County,13153,Fluoridated,Population,,,,,,,,,,,,,,,,,196954,
2020,Houston County,13153,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Houston County,13153,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Houston County,13153,Non-Fluoridated,Number of PWS,,,,,1,,,,,,,,,,,,,
2020,Houston County,13153,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Houston County,48225,Non-Fluoridated,Number of PWS,,,,,13,,,,,,,,,,,,,
2020,Houston County,27055,Adjusted,Population,,,,,,,,10780,,,,,,,,,,
2020,Houston County,13153,Non-Fluoridated,Population,,,,,,,,,,,86,,,,,,,
2020,Houston County,47083,Fluoridated,Percent,,,,,,,,,,,,67.2,,,,,,
2020,Houston County,47083,Fluoridated,Population,,,,,,,,,,,,,,,,,6376,
2020,Houston County,47083,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Houston County,47083,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Houston County,48225,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Houston County,48225,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Houston County,48225,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Houston County,48225,Fluoridated,Population,,,,,,,,,,,,,,,,,18333,
2020,Houston County,48225,Fluoridated,Percent,,,,,,,,,,,,49,,,,,,
2020,Houston County,48225,Fluoridated,Number of PWS,,,,11,,,,,,,,,,,,,,
2020,Houston County,48225,Consecutive,Population,,,,,,,,,18287,,,,,,,,,
2020,Houston County,48225,Consecutive,Percent,,,,,,,,,,,,,,48.8,,,,
2020,Houston County,48225,Consecutive,Number of PWS,,,10,,,,,,,,,,,,,,,
2020,Houston County,48225,Census,Population,22068,,,,,,,,,,,,,,,,,
2020,Houston County,48225,Adjusted,Population,,,,,,,,46,,,,,,,,,,
2020,Houston County,48225,Adjusted,Percent,,,,,,,,,,,,,0.1,,,,,
2020,Houston County,48225,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Houston County,47083,Total,Population,,,,,,,9482,,,,,,,,,,,
2020,Houston County,47083,Total,Number of PWS,,,,,,,,,,,,,,,,,,2
2020,Houston County,47083,Non-Fluoridated,Population,,,,,,,,,,,3106,,,,,,,
2020,Houston County,47083,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,32.8,,
2020,Houston County,47083,Non-Fluoridated,Number of PWS,,,,,1,,,,,,,,,,,,,
2020,Houston County,47083,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Houston County,47083,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Houston County,47083,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Houston County,47083,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Houston County,47083,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Houston County,13153,Total,Number of PWS,,,,,,,,,,,,,,,,,,8
2020,Houston County,13153,Total,Population,,,,,,,197040,,,,,,,,,,,
2020,Houston County,27055,Adjusted,Number of PWS,,6,,,,,,,,,,,,,,,,
2020,Houston County,27055,Adjusted,Percent,,,,,,,,,,,,,100,,,,,
2020,Houston County,1069,Total,Population,,,,,,,90901,,,,,,,,,,,
2020,Houston County,27055,Census,Population,18818,,,,,,,,,,,,,,,,,
2020,Houston County,27055,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Houston County,27055,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Houston County,27055,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Houston County,27055,Fluoridated,Number of PWS,,,,6,,,,,,,,,,,,,,
2020,Houston County,27055,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Houston County,13153,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Houston County,27055,Fluoridated,Population,,,,,,,,,,,,,,,,,10780,
2020,Houston County,27055,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Houston County,27055,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Houston County,27055,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Houston County,27055,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Houston County,27055,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Houston County,27055,Total,Number of PWS,,,,,,,,,,,,,,,,,,6
2020,Houston County,27055,Total,Population,,,,,,,10780,,,,,,,,,,,
2020,Houston County,47083,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Houston County,47083,Adjusted,Percent,,,,,,,,,,,,,67.2,,,,,
2020,Houston County,47083,Adjusted,Population,,,,,,,,6376,,,,,,,,,,
2020,Houston County,47083,Census,Population,8285,,,,,,,,,,,,,,,,,
2020,Houston County,27055,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Houston County,1069,Total,Number of PWS,,,,,,,,,,,,,,,,,,11
2020,Houston County,48225,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,51,,
2020,Houston County,1069,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,21.5,,
2020,Houston County,1069,Non-Fluoridated,Population,,,,,,,,,,,19586,,,,,,,
2020,Houston County,48225,Total,Population,,,,,,,37436,,,,,,,,,,,
2020,Houston County,48225,Total,Number of PWS,,,,,,,,,,,,,,,,,,24
2020,Houston County,1069,Adjusted,Number of PWS,,1,,,,,,,,,,,,,,,,
2020,Houston County,1069,Adjusted,Percent,,,,,,,,,,,,,76.2,,,,,
2020,Houston County,1069,Adjusted,Population,,,,,,,,69265,,,,,,,,,,
